HubFx, HubFy, HubMx, Tb_Fx, Tb_Fy, Tb_Fz, Tb_Mx, Tb_My, Tb_Mz, Tt_Fx, Tt_Fy, Tt_Fz, Tt_Mx, Tt_My, Tt_Mz, Blade1_Mx_root, Blade1_My_root, Blade1_Mz_root, Blade2_Mx_root, Blade2_My_root, Blade2_Mz_root, Blade3_Mx_root, Blade3_My_root, Blade3_Mz_root, Energy
2.168893377606600552e+02,1.419159664503908971e+02,1.528571138616883218e+03,8.856820841662789690e+02,5.062611843824049060e+02,1.132991560138335103e+02,2.464527466592053679e+04,4.653703753057026188e+04,8.788609149596488351e+03,3.940826063629338591e+02,2.104229007940028850e+02,1.137684433887093860e+02,1.758954460618778285e+03,7.286379504642532083e+03,8.788826154724643857e+03,1.494639673326651973e+04,8.480138342061156436e+03,1.478578042625407818e+02,1.493743526174289946e+04,8.516096067350603334e+03,1.476766064226649178e+02,1.494141994032633193e+04,8.523866616792129207e+03,1.487478854933459615e+02,4.229914587103048107e+05
