HubFx, HubFy, HubMx, Tb_Fx, Tb_Fy, Tb_Fz, Tb_Mx, Tb_My, Tb_Mz, Tt_Fx, Tt_Fy, Tt_Fz, Tt_Mx, Tt_My, Tt_Mz, Blade1_Mx_root, Blade1_My_root, Blade1_Mz_root, Blade2_Mx_root, Blade2_My_root, Blade2_Mz_root, Blade3_Mx_root, Blade3_My_root, Blade3_Mz_root, Energy
2.224882557256711380e+02,1.491091679902760916e+02,1.104872881663890439e+03,1.040904296292613026e+03,5.095865012247978711e+02,1.221294604269709083e+02,2.453596052282171513e+04,4.724612079628554784e+04,9.643373891689609081e+03,3.974712692448470079e+02,2.097776469189092268e+02,1.228737532813014042e+02,1.433581815137108606e+03,8.394126131883522248e+03,9.643665944586626210e+03,1.499507352721141979e+04,8.788001853693231169e+03,1.542275598602306559e+02,1.498942738869838286e+04,8.768606225261273721e+03,1.535444934935261472e+02,1.498993694595061061e+04,8.825306241042795591e+03,1.543461970988096823e+02,4.303289732137976098e+05
