HubFx, HubFy, HubMx, Tb_Fx, Tb_Fy, Tb_Fz, Tb_Mx, Tb_My, Tb_Mz, Tt_Fx, Tt_Fy, Tt_Fz, Tt_Mx, Tt_My, Tt_Mz, Blade1_Mx_root, Blade1_My_root, Blade1_Mz_root, Blade2_Mx_root, Blade2_My_root, Blade2_Mz_root, Blade3_Mx_root, Blade3_My_root, Blade3_Mz_root, Energy
2.251172973592393021e+02,1.464127940760849071e+02,1.509675728357426806e+03,9.965549188543374157e+02,5.023938961304542090e+02,1.197180651728436231e+02,2.451403365512215532e+04,4.761786338964651804e+04,9.337943576841855247e+03,4.016632771986515991e+02,2.094293315216949907e+02,1.204072191837327779e+02,1.747799299008504704e+03,8.056748238577227312e+03,9.338214285028187078e+03,1.499206106725378959e+04,8.729160879182038116e+03,1.555859872742705363e+02,1.498904356755794288e+04,8.725818251343760494e+03,1.551529760289949706e+02,1.498806442825036356e+04,8.798113891615594184e+03,1.554035118130942692e+02,4.373227262479991768e+05
