HubFx, HubFy, HubMx, Tb_Fx, Tb_Fy, Tb_Fz, Tb_Mx, Tb_My, Tb_Mz, Tt_Fx, Tt_Fy, Tt_Fz, Tt_Mx, Tt_My, Tt_Mz, Blade1_Mx_root, Blade1_My_root, Blade1_Mz_root, Blade2_Mx_root, Blade2_My_root, Blade2_Mz_root, Blade3_Mx_root, Blade3_My_root, Blade3_Mz_root, Energy
2.353382019030802894e+02,1.677602928186521183e+02,9.795272822994185162e+02,1.114716556744265290e+03,5.677373267058200099e+02,1.290918479526608564e+02,2.579602439796099134e+04,4.813280897914945672e+04,1.045748573846223735e+04,4.049700986595426002e+02,2.200970439689822911e+02,1.300527723156030220e+02,1.439588746759121022e+03,8.676454022050907952e+03,1.045752941068720247e+04,1.506587266825996812e+04,9.179537594957371766e+03,1.660555236693905385e+02,1.506404395949213904e+04,9.108523846226235037e+03,1.661343439929988506e+02,1.506546001812508439e+04,9.147849383044103888e+03,1.663786355065319356e+02,4.480702102000730811e+05
