HubFx, HubFy, HubMx, Tb_Fx, Tb_Fy, Tb_Fz, Tb_Mx, Tb_My, Tb_Mz, Tt_Fx, Tt_Fy, Tt_Fz, Tt_Mx, Tt_My, Tt_Mz, Blade1_Mx_root, Blade1_My_root, Blade1_Mz_root, Blade2_Mx_root, Blade2_My_root, Blade2_Mz_root, Blade3_Mx_root, Blade3_My_root, Blade3_Mz_root, Energy
2.522559322580454193e+02,1.990824778838687052e+02,1.031168750565023174e+03,1.002288937595266361e+03,9.077701758929582638e+02,1.347868104433953818e+02,3.439407215036435082e+04,4.747262021477101371e+04,1.078002421303275696e+04,4.053560964379165057e+02,2.923493123203849109e+02,1.352119571733774137e+02,1.767128151950742222e+03,8.204316568424948855e+03,1.077939267242489586e+04,1.517100255546303197e+04,9.789426176332881369e+03,2.048093309697994187e+02,1.516884001531038848e+04,9.723088354842169792e+03,2.027475859200573893e+02,1.517068187897754797e+04,9.716676777175223833e+03,2.026581729448348597e+02,4.914623881047846517e+05
